求和项:Silver,列标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行标签,3x3 Basketball,3x3 Basketball Basketball,Aeronautics,Alpinism,Archery,Art Competitions,Artistic Gymnastics,Artistic Swimming,Athletics,Badminton,Baseball,Baseball/Softball,Basketball,Basque Pelota,Beach Volleyball,Boxing,Breaking,Canoe Slalom,Canoe Sprint,Canoeing,Cricket,Croquet,Cycling,Cycling BMX Freestyle,Cycling BMX Racing,Cycling Mountain Bike,Cycling Road,Cycling Road Cycling Mountain Bike,Cycling Road Cycling Track,Cycling Road Triathlon,Cycling Track,Diving,Equestrian,Equestrianism,Fencing,Figure Skating,Football,Golf,Gymnastics,Handball,Hockey,Ice Hockey,Jeu De Paume,Judo,Karate,Lacrosse,Marathon Swimming,Marathon Swimming Swimming,Modern Pentathlon,Motorboating,Polo,Racquets,Rhythmic Gymnastics,Roque,Rowing,Rugby,Rugby Sevens,Sailing,Shooting,Skateboarding,Softball,Sport Climbing,Surfing,Swimming,Synchronized Swimming,Table Tennis,Taekwondo,Tennis,Trampoline Gymnastics,Trampolining,Triathlon,Tug-Of-War,Volleyball,Water Polo,Weightlifting,Wrestling,总计
1948,,,,,,0,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0
1952,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,0
1956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,0
1960,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,1
1964,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1968,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1972,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0
1976,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1980,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1984,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,0,0,0
1988,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,,,,,0,,0,,0,,,,,,,0,0,0
1992,,,,,0,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,,,,,,0,0,0
1996,,,,,0,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,,0,,,,,,,0,0,0
2000,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,,0,,,,,,,0,0,0
2004,,,,,0,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,0,1,,,,,0,,0,,0,,,,,,,0,0,1
2008,,,,,0,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,,0,,,,,,,,0,0
2012,,,,,0,,,,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,0,,,,1,,,,,0,,0,,0,,,,,,,0,1,2
2016,,,,,0,,,,0,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,,0,,,,,,,0,0,1
2020,,,,,0,,0,,0,0,,,,,,0,,,,,,,,,,,,,,,,,0,,0,,,0,,,0,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,,0,,,,,,,1,1,2
2024,,,,,0,,,,1,0,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,0,,,0,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,0,,0,,,,,,,0,0,1
IOA,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0,,,0,1,,,,,0,0,0,,0,,,,,,,0,0,1
1992,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,0,,,,1,,,,,0,0,0,,0,,,,,,,,0,1
2000,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0
2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
IRI,,,,,0,,0,,1,0,,,0,,,0,,,0,0,,,0,,,,0,,,,,0,,0,0,,0,,0,,,,,0,0,,,,,,,,,,0,,,,0,,,0,,0,,0,3,,,,,,0,0,6,19,29
1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1948,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,0,0
1952,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
1956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2
1960,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,1,1
1964,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,0,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,0
1968,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
1972,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
1976,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,1,1
1988,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1992,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,1
1996,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,1,1
2000,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,0,,,,,,,,0,0,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,0,,0,0,,,,,,,,0,2,2
2008,,,,,0,,,,0,0,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,0,0,0
2012,,,,,0,,,,1,,,,,,,0,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,0,1,,,,,,,,2,1,5
2016,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,,,,0,,0,1,1
2020,,,,,0,,,,0,0,,,0,,,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,,,,0,,1,1,2
2024,,,,,0,,0,,0,,,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,0,,0,2,,,,,,,,0,4,6
IRL,,,,,0,1,0,,2,0,,,0,,,5,,0,,0,,,0,,,,0,,,,0,0,0,0,0,,0,0,0,,0,,,0,,,,0,0,,,,,,1,,0,2,0,,,,,0,,,0,0,,,0,,,0,0,0,11
1924,,,,,,1,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,1
1928,,,,,,0,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,0
1932,,,,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1948,,,,,,0,,,0,,,,0,,,0,,,,,,,,,,,,,,,,0,,0,0,,0,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,0
1952,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1
1956,,,,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,1
1960,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0
1964,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0
1968,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1972,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,0,,0
1976,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,,,0
1980,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,1,0,,,,,0,,,,,,,,,,,,,1
1984,,,,,0,,,,1,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,1
1988,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,0,,,,0,,,,,,,,0,0
1992,,,,,0,,,,0,,,,,,,1,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,0,,,,,,,,,,,0,,,0,,,,,,0,,,,0,,,,,,,,,1
1996,,,,,0,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,,,,,,,0,,,0,0,,,,,0,,,,0,,,,,,,,,0
2000,,,,,,,,,1,0,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,,,1
2004,,,,,,,,,0,,,,,,,0,,,,0,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,,,,,,,0
2008,,,,,,,,,0,0,,,,,,1,,,,0,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,0,,,,,,,0,,,,,,1
2012,,,,,,,,,0,0,,,,,,1,,,,0,,,0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,0,,,0,0,,,,,0,,,,,,,0,,,,,,1
2016,,,,,,,,,0,0,,,,,,0,,,,,,,0,,,,,,,,,0,,0,,,,0,0,,0,,,,,,,,0,,,,,,1,,,1,,,,,,0,,,,,,,0,,,,,,2
2020,,,,,,,0,,0,0,,,,,,0,,0,,,,,,,,,0,,,,0,0,0,,,,,0,,,0,,,0,,,,,0,,,,,,0,,0,0,0,,,,,0,,,0,,,,0,,,,,,0
2024,,,,,,,0,,0,0,,,,,,0,,0,,,,,,,,,0,,,,0,0,0,,,,,0,,,0,,,,,,,0,,,,,,,0,,0,0,,,,,,0,,,0,,,,,,,,,,0
IRQ,,,,,0,,,,0,,,,0,,,0,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,0,,,,0,,,,,0,,0,0,,,,,,,,0,0,0
1948,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1964,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1968,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1980,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1984,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
1988,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0
1992,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
1996,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,0,,0
2008,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0
2012,,,,,0,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,0,0
2016,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
ISL,,,,,,0,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,0,,,0,0,0,2
1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1912,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
1936,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
1948,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1952,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1956,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1960,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1964,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
1972,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
1976,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,0
1980,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1984,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,0
1992,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1996,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,0
2008,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,1
2012,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2020,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
2024,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,0,,,,,,0
ISR,,,,,0,,1,0,0,0,,0,0,,,0,,,,0,,,0,,,0,0,,,,0,0,0,,0,,0,0,0,,,,,3,,,0,,,,,,1,,,,,1,0,,,,0,0,0,0,0,0,,,0,,,,0,0,6
1952,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1956,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
1960,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,0,,0
1964,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1968,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,,,,,0
1972,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1976,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0
1984,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,0,,0
1988,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,0,0,,,,,0,,,,0,,,,,,,,0,0
1992,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,1,,,,,,,,,,,,,,0,0,,,,,0,,,,0,,,,,,,0,0,1
1996,,,,,,,,,0,,,,,,,0,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,0,0,0
2000,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,,,,,,,,,,,,0,0
2004,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,0,0,0,0,,,,,,,,0,0
2008,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,0,,0,0,,,,,,,,,0
2012,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,0,,,0,,,,,,,,,0
2016,,,,,,,,,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,0,,,,,0,0,,,,,0,0,,0,0,,,0,,,,0,0,0
2020,,,,,0,,0,0,0,0,,0,,,,,,,,,,,,,,0,0,,,,,,0,,,,,,,,,,,0,,,0,,,,,,0,,,,,0,0,,,,0,0,,,0,,,,0,,,,0,,0
2024,,,,,0,,1,0,0,0,,,,,,,,,,,,,,,,0,0,,,,0,,0,,0,,0,,,,,,,2,,,0,,,,,,1,,,,,1,0,,,,0,0,,,0,,,,0,,,,,,5
ISV,,,,,0,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,0,,,,,,,,,,,0,0,1
1968,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,0
1972,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0
1976,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,0,0
1984,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
1988,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,0,,,,,,,,,,,,,1
1992,,,,,,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
1996,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2000,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2004,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2008,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,,,,,,,,,,,0
2012,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,0
2016,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,0
2020,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
2024,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0
ITA,0,,,,3,7,2,0,16,0,0,0,2,,1,15,0,0,2,6,,,16,,0,0,0,,0,,1,5,0,9,50,,0,0,7,,0,,,4,0,,0,0,2,,,,1,,17,,,3,19,0,0,0,0,7,0,0,1,0,,0,0,0,3,3,6,4,212
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0
1900,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,2
1904,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1906,,,,,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,0,,,1,,,,2,,,,,,,,,,,,,,,,1,,,,1,,,,,0,,,,,,,,,,,1,,6
