NOC,Year,Sport,Event,Host,Bronze,Gold,Silver,Country,Tier
ITA,1992,Modern Pentathlon,Modern Pentathlon Men's Team,ESP,1.0,0.0,0,Italy,4
ITA,1992,Rowing,Rowing Men's Coxed Pairs,ESP,0.0,0.0,1,Italy,4
ITA,1992,Rowing,Rowing Men's Quadruple Sculls,ESP,1.0,0.0,0,Italy,4
ITA,1992,Shooting,Shooting Mixed Skeet,ESP,1.0,0.0,0,Italy,4
ITA,1992,Shooting,Shooting Mixed Trap,ESP,1.0,0.0,0,Italy,4
ITA,1992,Swimming,Swimming Men's 200 metres Backstroke,ESP,1.0,0.0,0,Italy,4
ITA,1992,Swimming,Swimming Men's 400 metres Individual Medley,ESP,1.0,0.0,0,Italy,4
ITA,1992,Water Polo,Water Polo Men's Water Polo,ESP,0.0,1.0,0,Italy,4
ITA,1992,Wrestling,Wrestling Men's Light-Flyweight Greco-Roman,ESP,0.0,0.0,1,Italy,4
ITA,1996,Archery,Archery Men's Team,USA,1.0,0.0,0,Italy,4
ITA,1996,Athletics,Athletics Men's 3000 metres Steeplechase,USA,1.0,0.0,0,Italy,4
ITA,1996,Athletics,Athletics Women's 10 kilometres Walk,USA,0.0,0.0,1,Italy,4
ITA,1996,Athletics,Athletics Women's 5000 metres,USA,1.0,0.0,0,Italy,4
ITA,1996,Athletics,Athletics Women's Long Jump,USA,0.0,0.0,1,Italy,4
ITA,1996,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,USA,0.0,1.0,0,Italy,4
ITA,1996,Canoeing,Canoeing Men's Kayak Doubles 500 metres,USA,0.0,0.0,1,Italy,4
ITA,1996,Canoeing,Canoeing Men's Kayak Singles 1000 metres,USA,0.0,0.0,1,Italy,4
ITA,1996,Canoeing,Canoeing Men's Kayak Singles 500 metres,USA,0.0,1.0,0,Italy,4
ITA,1996,Canoeing,Canoeing Women's Kayak Singles 500 metres,USA,1.0,0.0,0,Italy,4
ITA,1996,Cycling,Cycling Men's Individual Pursuit 4000 metres,USA,0.0,1.0,0,Italy,4
ITA,1996,Cycling,Cycling Men's Points Race,USA,0.0,1.0,0,Italy,4
ITA,1996,Cycling,Cycling Women's Individual Pursuit 3000 metres,USA,0.0,1.0,0,Italy,4
ITA,1996,Cycling,Cycling Women's Mountainbike Cross-Country,USA,0.0,1.0,0,Italy,4
ITA,1996,Cycling,Cycling Women's Road Race Individual,USA,0.0,0.0,1,Italy,4
ITA,1996,Fencing,Fencing Men's epee Team,USA,0.0,1.0,0,Italy,4
ITA,1996,Fencing,Fencing Men's Foil Individual,USA,0.0,1.0,0,Italy,4
ITA,1996,Fencing,Fencing Men's Sabre Team,USA,1.0,0.0,0,Italy,4
ITA,1996,Fencing,Fencing Women's epee Team,USA,0.0,0.0,1,Italy,4
ITA,1996,Fencing,Fencing Women's Foil Individual,USA,1.0,0.0,1,Italy,4
ITA,1996,Fencing,Fencing Women's Foil Team,USA,0.0,1.0,0,Italy,4
ITA,1996,Gymnastics,Gymnastics Men's Rings,USA,0.0,1.0,0,Italy,4
ITA,1996,Judo,Judo Men's Extra-Lightweight,USA,0.0,0.0,1,Italy,4
ITA,1996,Judo,Judo Women's Half-Heavyweight,USA,1.0,0.0,0,Italy,4
ITA,1996,Rowing,Rowing Men's Double Sculls,USA,0.0,1.0,0,Italy,4
ITA,1996,Sailing,Sailing Women's Windsurfer,USA,1.0,0.0,0,Italy,4
ITA,1996,Shooting,Shooting Men's Air Pistol 10 metres,USA,0.0,1.0,0,Italy,4
ITA,1996,Shooting,Shooting Men's Double Trap,USA,0.0,0.0,1,Italy,4
ITA,1996,Shooting,Shooting Men's Free Pistol 50 metres,USA,1.0,0.0,0,Italy,4
ITA,1996,Shooting,Shooting Men's Skeet,USA,1.0,1.0,0,Italy,4
ITA,1996,Swimming,Swimming Men's 200 metres Backstroke,USA,1.0,0.0,0,Italy,4
ITA,1996,Volleyball,Volleyball Men's Volleyball,USA,0.0,0.0,1,Italy,4
ITA,1996,Water Polo,Water Polo Men's Water Polo,USA,1.0,0.0,0,Italy,4
ITA,2000,Archery,Archery Men's Team,AUS,0.0,0.0,1,Italy,4
ITA,2000,Athletics,Athletics Men's Hammer Throw,AUS,0.0,0.0,1,Italy,4
ITA,2000,Athletics,Athletics Women's Long Jump,AUS,0.0,0.0,1,Italy,4
ITA,2000,Boxing,Boxing Men's Super-Heavyweight,AUS,1.0,0.0,0,Italy,4
ITA,2000,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,AUS,0.0,1.0,0,Italy,4
ITA,2000,Canoeing,Canoeing Men's Kayak Singles Slalom,AUS,1.0,0.0,0,Italy,4
ITA,2000,Canoeing,Canoeing Women's Kayak Singles 500 metres,AUS,0.0,1.0,0,Italy,4
ITA,2000,Cycling,Cycling Men's Madison,AUS,1.0,0.0,0,Italy,4
ITA,2000,Cycling,Cycling Women's Mountainbike Cross-Country,AUS,0.0,1.0,0,Italy,4
ITA,2000,Cycling,Cycling Women's Points Race,AUS,0.0,1.0,0,Italy,4
ITA,2000,Fencing,Fencing Men's epee Team,AUS,0.0,1.0,0,Italy,4
ITA,2000,Fencing,Fencing Men's Foil Team,AUS,1.0,0.0,0,Italy,4
ITA,2000,Fencing,Fencing Women's Foil Individual,AUS,1.0,1.0,0,Italy,4
ITA,2000,Fencing,Fencing Women's Foil Team,AUS,0.0,1.0,0,Italy,4
ITA,2000,Judo,Judo Men's Half-Lightweight,AUS,1.0,0.0,0,Italy,4
ITA,2000,Judo,Judo Men's Lightweight,AUS,0.0,1.0,0,Italy,4
ITA,2000,Judo,Judo Women's Half-Heavyweight,AUS,1.0,0.0,0,Italy,4
ITA,2000,Judo,Judo Women's Middleweight,AUS,1.0,0.0,0,Italy,4
ITA,2000,Rowing,Rowing Men's Coxless Fours,AUS,0.0,0.0,1,Italy,4
ITA,2000,Rowing,Rowing Men's Double Sculls,AUS,1.0,0.0,0,Italy,4
ITA,2000,Rowing,Rowing Men's Lightweight Double Sculls,AUS,0.0,0.0,1,Italy,4
ITA,2000,Rowing,Rowing Men's Quadruple Sculls,AUS,0.0,1.0,0,Italy,4
ITA,2000,Sailing,Sailing Men's One Person Dinghy,AUS,0.0,0.0,1,Italy,4
ITA,2000,Sailing,Sailing Women's Windsurfer,AUS,0.0,1.0,0,Italy,4
ITA,2000,Shooting,Shooting Men's Trap,AUS,1.0,0.0,0,Italy,4
ITA,2000,Shooting,Shooting Women's Double Trap,AUS,0.0,0.0,1,Italy,4
ITA,2000,Swimming,Swimming Men's 100 metres Breaststroke,AUS,0.0,1.0,0,Italy,4
ITA,2000,Swimming,Swimming Men's 200 metres Breaststroke,AUS,1.0,1.0,0,Italy,4
ITA,2000,Swimming,Swimming Men's 200 metres Freestyle,AUS,1.0,0.0,0,Italy,4
ITA,2000,Swimming,Swimming Men's 200 metres Individual Medley,AUS,0.0,1.0,0,Italy,4
ITA,2000,Swimming,Swimming Men's 400 metres Freestyle,AUS,0.0,0.0,1,Italy,4
ITA,2000,Volleyball,Volleyball Men's Volleyball,AUS,1.0,0.0,0,Italy,4
ITA,2004,Archery,Archery Men's Individual,GRE,0.0,1.0,0,Italy,4
ITA,2004,Athletics,Athletics Men's 20 kilometres Walk,GRE,0.0,1.0,0,Italy,4
ITA,2004,Athletics,Athletics Men's Marathon,GRE,0.0,1.0,0,Italy,4
ITA,2004,Athletics,Athletics Men's Pole Vault,GRE,1.0,0.0,0,Italy,4
ITA,2004,Basketball,Basketball Men's Basketball,GRE,0.0,0.0,1,Italy,4
ITA,2004,Boxing,Boxing Men's Super-Heavyweight,GRE,1.0,0.0,0,Italy,4
ITA,2004,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,GRE,0.0,0.0,1,Italy,4
ITA,2004,Canoeing,Canoeing Women's Kayak Singles 500 metres,GRE,0.0,0.0,1,Italy,4
ITA,2004,Cycling,Cycling Men's Road Race Individual,GRE,0.0,1.0,0,Italy,4
ITA,2004,Fencing,Fencing Men's Foil Individual,GRE,1.0,0.0,1,Italy,4
ITA,2004,Fencing,Fencing Men's Foil Team,GRE,0.0,1.0,0,Italy,4
ITA,2004,Fencing,Fencing Men's Sabre Individual,GRE,0.0,1.0,0,Italy,4
ITA,2004,Fencing,Fencing Men's Sabre Team,GRE,0.0,0.0,1,Italy,4
ITA,2004,Fencing,Fencing Women's Foil Individual,GRE,0.0,1.0,1,Italy,4
ITA,2004,Football,Football Men's Football,GRE,1.0,0.0,0,Italy,4
ITA,2004,Gymnastics,Gymnastics Men's Horizontal Bar,GRE,0.0,1.0,0,Italy,4
ITA,2004,Gymnastics,Gymnastics Men's Rings,GRE,1.0,0.0,0,Italy,4
ITA,2004,Judo,Judo Women's Half-Heavyweight,GRE,1.0,0.0,0,Italy,4
ITA,2004,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,GRE,0.0,0.0,1,Italy,4
ITA,2004,Rowing,Rowing Men's Coxless Fours,GRE,1.0,0.0,0,Italy,4
ITA,2004,Rowing,Rowing Men's Double Sculls,GRE,1.0,0.0,0,Italy,4
ITA,2004,Rowing,Rowing Men's Lightweight Coxless Fours,GRE,1.0,0.0,0,Italy,4
ITA,2004,Sailing,Sailing Women's Windsurfer,GRE,1.0,0.0,0,Italy,4
ITA,2004,Shooting,Shooting Men's Skeet,GRE,0.0,1.0,0,Italy,4
ITA,2004,Shooting,Shooting Men's Trap,GRE,0.0,0.0,1,Italy,4
ITA,2004,Shooting,Shooting Women's Small-Bore Rifle Three Positions 50 metres,GRE,0.0,0.0,1,Italy,4
ITA,2004,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,GRE,1.0,0.0,0,Italy,4
ITA,2004,Swimming,Swimming Women's 200 metres Freestyle,GRE,0.0,0.0,1,Italy,4
ITA,2004,Volleyball,Volleyball Men's Volleyball,GRE,0.0,0.0,1,Italy,4
ITA,2004,Water Polo,Water Polo Women's Water Polo,GRE,0.0,1.0,0,Italy,4
ITA,2008,Archery,Archery Men's Team,CHN,0.0,0.0,1,Italy,4
ITA,2008,Athletics,Athletics Men's 50 kilometres Walk,CHN,0.0,1.0,0,Italy,4
ITA,2008,Athletics,Athletics Women's 20 kilometres Walk,CHN,1.0,0.0,0,Italy,4
ITA,2008,Boxing,Boxing Men's Flyweight,CHN,1.0,0.0,0,Italy,4
ITA,2008,Boxing,Boxing Men's Heavyweight,CHN,0.0,0.0,1,Italy,4
ITA,2008,Boxing,Boxing Men's Super-Heavyweight,CHN,0.0,1.0,0,Italy,4
ITA,2008,Canoeing,Canoeing Men's Kayak Doubles 1000 metres,CHN,1.0,0.0,0,Italy,4
ITA,2008,Canoeing,Canoeing Women's Kayak Singles 500 metres,CHN,0.0,0.0,1,Italy,4
ITA,2008,Cycling,Cycling Women's Road Race Individual,CHN,1.0,0.0,0,Italy,4
ITA,2008,Fencing,Fencing Men's epee Individual,CHN,0.0,1.0,0,Italy,4
ITA,2008,Fencing,Fencing Men's epee Team,CHN,1.0,0.0,0,Italy,4
ITA,2008,Fencing,Fencing Men's Foil Individual,CHN,1.0,0.0,0,Italy,4
ITA,2008,Fencing,Fencing Men's Sabre Team,CHN,1.0,0.0,0,Italy,4
ITA,2008,Fencing,Fencing Women's Foil Individual,CHN,1.0,1.0,0,Italy,4
ITA,2008,Fencing,Fencing Women's Foil Team,CHN,1.0,0.0,0,Italy,4
ITA,2008,Judo,Judo Women's Lightweight,CHN,0.0,1.0,0,Italy,4
ITA,2008,Rowing,Rowing Men's Quadruple Sculls,CHN,0.0,0.0,1,Italy,4
ITA,2008,Sailing,Sailing Men's One Person Dinghy,CHN,1.0,0.0,0,Italy,4
ITA,2008,Sailing,Sailing Women's Windsurfer,CHN,0.0,0.0,1,Italy,4
ITA,2008,Shooting,Shooting Men's Double Trap,CHN,0.0,0.0,1,Italy,4
ITA,2008,Shooting,Shooting Men's Trap,CHN,0.0,0.0,1,Italy,4
ITA,2008,Shooting,Shooting Women's Skeet,CHN,0.0,1.0,0,Italy,4
ITA,2008,Swimming,Swimming Women's 200 metres Freestyle,CHN,0.0,1.0,0,Italy,4
ITA,2008,Swimming,Swimming Women's 800 metres Freestyle,CHN,0.0,0.0,1,Italy,4
ITA,2008,Taekwondo,Taekwondo Men's Welterweight,CHN,0.0,0.0,1,Italy,4
ITA,2008,Wrestling,Wrestling Men's Light-Heavyweight Greco-Roman,CHN,0.0,1.0,0,Italy,4
ITA,2012,Archery,Archery Men's Team,GBR,0.0,1.0,0,Italy,4
ITA,2012,Athletics,Athletics Men's Triple Jump,GBR,1.0,0.0,0,Italy,4
ITA,2012,Boxing,Boxing Men's Heavyweight,GBR,0.0,0.0,1,Italy,4
ITA,2012,Boxing,Boxing Men's Light-Welterweight,GBR,1.0,0.0,0,Italy,4
ITA,2012,Boxing,Boxing Men's Super-Heavyweight,GBR,0.0,0.0,1,Italy,4
ITA,2012,Canoeing,Canoeing Men's Kayak Singles Slalom,GBR,0.0,1.0,0,Italy,4
ITA,2012,Cycling,Cycling Men's Mountainbike Cross-Country,GBR,1.0,0.0,0,Italy,4
ITA,2012,Fencing,Fencing Men's Foil Team,GBR,0.0,1.0,0,Italy,4
ITA,2012,Fencing,Fencing Men's Sabre Individual,GBR,0.0,0.0,1,Italy,4
ITA,2012,Fencing,Fencing Men's Sabre Team,GBR,1.0,0.0,0,Italy,4
ITA,2012,Fencing,Fencing Women's Foil Individual,GBR,1.0,1.0,1,Italy,4
ITA,2012,Fencing,Fencing Women's Foil Team,GBR,0.0,1.0,0,Italy,4
ITA,2012,Gymnastics,Gymnastics Men's Rings,GBR,1.0,0.0,0,Italy,4
ITA,2012,Judo,Judo Women's Half-Lightweight,GBR,1.0,0.0,0,Italy,4
ITA,2012,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,GBR,1.0,0.0,0,Italy,4
ITA,2012,Rowing,Rowing Men's Double Sculls,GBR,0.0,0.0,1,Italy,4
ITA,2012,Shooting,Shooting Men's Air Pistol 10 metres,GBR,0.0,0.0,1,Italy,4
ITA,2012,Shooting,Shooting Men's Air Rifle 10 metres,GBR,0.0,0.0,1,Italy,4
ITA,2012,Shooting,Shooting Men's Small-Bore Rifle Three Positions 50 metres,GBR,0.0,1.0,0,Italy,4
ITA,2012,Shooting,Shooting Men's Trap,GBR,0.0,0.0,1,Italy,4
ITA,2012,Shooting,Shooting Women's Trap,GBR,0.0,1.0,0,Italy,4
ITA,2012,Swimming,Swimming Women's 10 kilometres Open Water,GBR,1.0,0.0,0,Italy,4
ITA,2012,Taekwondo,Taekwondo Men's Heavyweight,GBR,0.0,1.0,0,Italy,4
ITA,2012,Taekwondo,Taekwondo Men's Welterweight,GBR,1.0,0.0,0,Italy,4
ITA,2012,Volleyball,Volleyball Men's Volleyball,GBR,1.0,0.0,0,Italy,4
ITA,2012,Water Polo,Water Polo Men's Water Polo,GBR,0.0,0.0,1,Italy,4
ITA,2016,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,BRA,0.0,0.0,1,Italy,4
ITA,2016,Cycling,Cycling Men's Omnium,BRA,0.0,1.0,0,Italy,4
ITA,2016,Cycling,Cycling Women's Road Race Individual,BRA,1.0,0.0,0,Italy,4
ITA,2016,Diving,Diving Women's Springboard,BRA,1.0,0.0,0,Italy,4
ITA,2016,Diving,Diving Women's Synchronized Springboard,BRA,0.0,0.0,1,Italy,4
ITA,2016,Fencing,Fencing Men's epee Team,BRA,0.0,0.0,1,Italy,4
ITA,2016,Fencing,Fencing Men's Foil Individual,BRA,0.0,1.0,0,Italy,4
ITA,2016,Fencing,Fencing Women's epee Individual,BRA,0.0,0.0,1,Italy,4
ITA,2016,Fencing,Fencing Women's Foil Individual,BRA,0.0,0.0,1,Italy,4
ITA,2016,Judo,Judo Men's Half-Lightweight,BRA,0.0,1.0,0,Italy,4
ITA,2016,Judo,Judo Women's Half-Lightweight,BRA,0.0,0.0,1,Italy,4
ITA,2016,Rowing,Rowing Men's Coxless Fours,BRA,1.0,0.0,0,Italy,4
ITA,2016,Rowing,Rowing Men's Coxless Pairs,BRA,1.0,0.0,0,Italy,4
ITA,2016,Shooting,Shooting Men's Air Rifle 10 metres,BRA,0.0,1.0,0,Italy,4
ITA,2016,Shooting,Shooting Men's Double Trap,BRA,0.0,0.0,1,Italy,4
ITA,2016,Shooting,Shooting Men's Skeet,BRA,0.0,1.0,0,Italy,4
ITA,2016,Shooting,Shooting Men's Small-Bore Rifle Three Positions 50 metres,BRA,0.0,1.0,0,Italy,4
ITA,2016,Shooting,Shooting Men's Trap,BRA,0.0,0.0,1,Italy,4
ITA,2016,Shooting,Shooting Women's Skeet,BRA,0.0,1.0,1,Italy,4
ITA,2016,Swimming,Swimming Men's 1500 metres Freestyle,BRA,1.0,1.0,0,Italy,4
ITA,2016,Swimming,Swimming Men's 400 metres Freestyle,BRA,1.0,0.0,0,Italy,4
ITA,2016,Swimming,Swimming Women's 10 kilometres Open Water,BRA,0.0,0.0,1,Italy,4
ITA,2016,Volleyball,Volleyball Men's Volleyball,BRA,0.0,0.0,1,Italy,4
ITA,2016,Water Polo,Water Polo Men's Water Polo,BRA,1.0,0.0,0,Italy,4
ITA,2016,Water Polo,Water Polo Women's Water Polo,BRA,0.0,0.0,1,Italy,4
ITA,2016,Wrestling,Wrestling Men's Welterweight Freestyle,BRA,1.0,0.0,0,Italy,4
ITA,2020,Archery,Men's Individual,JPN,0.0,0.0,1,Italy,4
ITA,2020,Archery,Women's Individual,JPN,1.0,0.0,0,Italy,4
ITA,2020,Artistic Gymnastics,Women's Floor Exercise,JPN,0.0,0.0,1,Italy,4
ITA,2020,Athletics,Men's 100m,JPN,0.0,1.0,0,Italy,4
ITA,2020,Athletics,Men's 20km Race Walk,JPN,0.0,1.0,0,Italy,4
ITA,2020,Athletics,Men's 4 x 100m Relay Team,JPN,0.0,1.0,0,Italy,4
ITA,2020,Athletics,Men's High Jump,JPN,0.0,1.0,0,Italy,4
ITA,2020,Athletics,Women's 20km Race Walk,JPN,0.0,1.0,0,Italy,4
ITA,2020,Boxing,Women's Feather (54-57kg),JPN,1.0,0.0,0,Italy,4
ITA,2020,Canoe Sprint,Men's Kayak Single 200m,JPN,0.0,0.0,1,Italy,4
ITA,2020,Cycling Road,Women's Road Race,JPN,1.0,0.0,0,Italy,4
ITA,2020,Cycling Track,Men's Omnium,JPN,1.0,0.0,0,Italy,4
ITA,2020,Cycling Track,Men's Team Pursuit Team,JPN,0.0,1.0,0,Italy,4
ITA,2020,Fencing,Men's Foil Individual,JPN,0.0,0.0,1,Italy,4
ITA,2020,Fencing,Men's Sabre Individual,JPN,0.0,0.0,1,Italy,4
ITA,2020,Fencing,Men's Sabre Team,JPN,0.0,0.0,1,Italy,4
ITA,2020,Fencing,Women's Foil Team,JPN,1.0,0.0,0,Italy,4
ITA,2020,Fencing,Women's 脡p茅e Team,JPN,1.0,0.0,0,Italy,4
ITA,2020,Judo,Women -52 kg,JPN,1.0,0.0,0,Italy,4
ITA,2020,Judo,Women -63 kg,JPN,1.0,0.0,0,Italy,4
ITA,2020,Karate,Men's Kumite -75kg,JPN,0.0,1.0,0,Italy,4
ITA,2020,Karate,Women's Kata,JPN,1.0,0.0,0,Italy,4
ITA,2020,Marathon Swimming,Men's 10km,JPN,1.0,0.0,0,Italy,4
ITA,2020,Rhythmic Gymnastics,Group All-Around Team,JPN,1.0,0.0,0,Italy,4
ITA,2020,Rowing,Lightweight Men's Double Sculls Team,JPN,1.0,0.0,0,Italy,4
ITA,2020,Rowing,Lightweight Women's Double Sculls Team,JPN,0.0,1.0,0,Italy,4
ITA,2020,Rowing,Men's Four Team,JPN,1.0,0.0,0,Italy,4
ITA,2020,Sailing,Mixed Multihull - Nacra 17 Foiling Team,JPN,0.0,1.0,0,Italy,4
ITA,2020,Shooting,Skeet Women,JPN,0.0,0.0,1,Italy,4
ITA,2020,Swimming,Men's 100m Breaststroke,JPN,1.0,0.0,0,Italy,4
ITA,2020,Swimming,Men's 200m Butterfly,JPN,1.0,0.0,0,Italy,4
ITA,2020,Swimming,Men's 4 x 100m Freestyle Relay Team,JPN,0.0,0.0,1,Italy,4
ITA,2020,Swimming,Men's 4 x 100m Medley Relay Team,JPN,1.0,0.0,0,Italy,4
ITA,2020,Swimming,Men's 800m Freestyle,JPN,0.0,0.0,1,Italy,4
ITA,2020,Swimming,Women's 800m Freestyle,JPN,1.0,0.0,0,Italy,4
ITA,2020,Taekwondo,Men -58kg,JPN,0.0,1.0,0,Italy,4
ITA,2020,Weightlifting,Men's 67kg,JPN,1.0,0.0,0,Italy,4
ITA,2020,Weightlifting,Men's 81kg,JPN,1.0,0.0,0,Italy,4
ITA,2020,Weightlifting,Women's 64kg,JPN,0.0,0.0,1,Italy,4
ITA,2020,Wrestling,Men's Freestyle 97kg,JPN,1.0,0.0,0,Italy,4
ITA,2024,Artistic Gymnastics,Women's Balance Beam,FRA,1.0,1.0,0,Italy,4
ITA,2024,Artistic Gymnastics,Women's Team,FRA,0.0,0.0,1,Italy,4
ITA,2024,Athletics,Men's Long Jump,FRA,1.0,0.0,0,Italy,4
ITA,2024,Athletics,Men's Triple Jump,FRA,1.0,0.0,0,Italy,4
ITA,2024,Athletics,Women's 10000m,FRA,0.0,0.0,1,Italy,4
ITA,2024,Canoe Slalom,Men's Kayak Single,FRA,0.0,1.0,0,Italy,4
ITA,2024,Canoe Sprint,Men's Canoe Double 500m,FRA,0.0,0.0,1,Italy,4
ITA,2024,Cycling Track,Men's Madison,FRA,0.0,0.0,1,Italy,4
ITA,2024,Cycling Track,Men's Team Pursuit,FRA,1.0,0.0,0,Italy,4
ITA,2024,Cycling Track,Women's Madison,FRA,0.0,1.0,0,Italy,4
ITA,2024,Fencing,Men's Foil Individual,FRA,0.0,0.0,1,Italy,4
ITA,2024,Fencing,Men's Foil Team,FRA,0.0,0.0,1,Italy,4
ITA,2024,Fencing,Men's Sabre Individual,FRA,1.0,0.0,0,Italy,4
ITA,2024,Fencing,Women's Foil Team,FRA,0.0,0.0,1,Italy,4
ITA,2024,Fencing,Women's 脡p茅e Team,FRA,0.0,1.0,0,Italy,4
ITA,2024,Judo,Women -78 kg,FRA,0.0,1.0,0,Italy,4
ITA,2024,Modern Pentathlon,Men's Individual,FRA,1.0,0.0,0,Italy,4
ITA,2024,Rhythmic Gymnastics,Group All-Around,FRA,1.0,0.0,0,Italy,4
ITA,2024,Rhythmic Gymnastics,Individual All-Around,FRA,1.0,0.0,0,Italy,4
ITA,2024,Rowing,Lightweight Men's Double Sculls,FRA,0.0,0.0,1,Italy,4
ITA,2024,Rowing,Men's Quadruple Sculls,FRA,0.0,0.0,1,Italy,4
ITA,2024,Sailing,Mixed Multihull,FRA,0.0,1.0,0,Italy,4
ITA,2024,Sailing,Women's Windsurfing,FRA,0.0,1.0,0,Italy,4
ITA,2024,Shooting,10m Air Pistol Men,FRA,1.0,0.0,1,Italy,4
ITA,2024,Shooting,Skeet Mixed Team,FRA,0.0,1.0,0,Italy,4
ITA,2024,Shooting,Trap Women,FRA,0.0,0.0,1,Italy,4
ITA,2024,Swimming,Men's 100m Backstroke,FRA,0.0,1.0,0,Italy,4
ITA,2024,Swimming,Men's 100m Breaststroke,FRA,0.0,1.0,0,Italy,4
ITA,2024,Swimming,Men's 4 x 100m Freestyle Relay,FRA,1.0,0.0,0,Italy,4
ITA,2024,Taekwondo,Men -80kg,FRA,1.0,0.0,0,Italy,4
ITA,2024,Tennis,Men's Singles,FRA,1.0,0.0,0,Italy,4
ITA,2024,Tennis,Women's Doubles,FRA,0.0,1.0,0,Italy,4
ITA,2024,Volleyball,Women,FRA,0.0,1.0,0,Italy,4
ITA,2024,Weightlifting,Men's 89kg,FRA,1.0,0.0,0,Italy,4
JAM,1948,Athletics,Athletics Men's 400 metres,GBR,0.0,1.0,1,Jamaica,3
JAM,1948,Athletics,Athletics Men's 800 metres,GBR,0.0,0.0,1,Jamaica,3
JAM,1952,Athletics,Athletics Men's 100 metres,FIN,0.0,0.0,1,Jamaica,3
JAM,1952,Athletics,Athletics Men's 4 x 400 metres Relay,FIN,0.0,1.0,0,Jamaica,3
JAM,1952,Athletics,Athletics Men's 400 metres,FIN,0.0,1.0,1,Jamaica,3
JAM,1952,Athletics,Athletics Men's 800 metres,FIN,0.0,0.0,1,Jamaica,3
JAM,1968,Athletics,Athletics Men's 100 metres,MEX,0.0,0.0,1,Jamaica,3
JAM,1972,Athletics,Athletics Men's 100 metres,FRG,1.0,0.0,0,Jamaica,3
JAM,1976,Athletics,Athletics Men's 100 metres,CAN,0.0,0.0,1,Jamaica,3
JAM,1976,Athletics,Athletics Men's 200 metres,CAN,0.0,1.0,0,Jamaica,3
JAM,1980,Athletics,Athletics Men's 200 metres,URS,1.0,0.0,0,Jamaica,3
JAM,1980,Athletics,Athletics Women's 200 metres,URS,1.0,0.0,0,Jamaica,3
JAM,1980,Cycling,Cycling Men's 1000 metres Time Trial,URS,1.0,0.0,0,Jamaica,3
JAM,1984,Athletics,Athletics Men's 4 x 100 metres Relay,USA,0.0,0.0,1,Jamaica,3
JAM,1984,Athletics,Athletics Women's 100 metres,USA,1.0,0.0,0,Jamaica,3
JAM,1984,Athletics,Athletics Women's 200 metres,USA,1.0,0.0,0,Jamaica,3
JAM,1988,Athletics,Athletics Men's 4 x 400 metres Relay,KOR,0.0,0.0,1,Jamaica,3
JAM,1988,Athletics,Athletics Women's 200 metres,KOR,0.0,0.0,1,Jamaica,3
JAM,1992,Athletics,Athletics Men's 400 metres Hurdles,ESP,0.0,0.0,1,Jamaica,3
JAM,1992,Athletics,Athletics Women's 100 metres,ESP,0.0,0.0,1,Jamaica,3
JAM,1992,Athletics,Athletics Women's 200 metres,ESP,1.0,0.0,1,Jamaica,3
JAM,1996,Athletics,Athletics Men's 4 x 400 metres Relay,USA,1.0,0.0,0,Jamaica,3
JAM,1996,Athletics,Athletics Men's Long Jump,USA,0.0,0.0,1,Jamaica,3
JAM,1996,Athletics,Athletics Women's 100 metres,USA,0.0,0.0,1,Jamaica,3
JAM,1996,Athletics,Athletics Women's 200 metres,USA,0.0,0.0,1,Jamaica,3
JAM,1996,Athletics,Athletics Women's 4 x 100 metres Relay,USA,1.0,0.0,0,Jamaica,3
JAM,1996,Athletics,Athletics Women's 400 metres Hurdles,USA,0.0,1.0,0,Jamaica,3
JAM,2000,Athletics,Athletics Men's 4 x 400 metres Relay,AUS,0.0,0.0,1,Jamaica,3
JAM,2000,Athletics,Athletics Men's 400 metres,AUS,1.0,0.0,0,Jamaica,3
JAM,2000,Athletics,Athletics Women's 100 metres,AUS,1.0,0.0,1,Jamaica,3
JAM,2000,Athletics,Athletics Women's 200 metres,AUS,1.0,0.0,0,Jamaica,3
JAM,2000,Athletics,Athletics Women's 4 x 100 metres Relay,AUS,0.0,0.0,1,Jamaica,3
JAM,2000,Athletics,Athletics Women's 4 x 400 metres Relay,AUS,0.0,0.0,1,Jamaica,3
JAM,2000,Athletics,Athletics Women's 400 metres,AUS,0.0,0.0,1,Jamaica,3
JAM,2000,Athletics,Athletics Women's 400 metres Hurdles,AUS,0.0,0.0,1,Jamaica,3
JAM,2004,Athletics,Athletics Men's 400 metres Hurdles,GRE,0.0,0.0,1,Jamaica,3
JAM,2004,Athletics,Athletics Women's 100 metres,GRE,1.0,0.0,0,Jamaica,3
JAM,2004,Athletics,Athletics Women's 200 metres,GRE,0.0,1.0,0,Jamaica,3
JAM,2004,Athletics,Athletics Women's 4 x 100 metres Relay,GRE,0.0,1.0,0,Jamaica,3
JAM,2004,Athletics,Athletics Women's 4 x 400 metres Relay,GRE,1.0,0.0,0,Jamaica,3
JAM,2008,Athletics,Athletics Men's 100 metres,CHN,0.0,1.0,0,Jamaica,3
